date,TRIP
2016-07-30,91
2016-07-31,94
2016-08-01,91
2016-08-02,90
2016-08-03,91
2016-08-04,91
2016-08-05,87
2016-08-06,89
2016-08-07,89
2016-08-08,88
2016-08-09,90
2016-08-10,87
2016-08-11,90
2016-08-12,88
2016-08-13,86
2016-08-14,89
2016-08-15,86
2016-08-16,85
2016-08-17,84
2016-08-18,81
2016-08-19,81
2016-08-20,85
2016-08-21,85
2016-08-22,88
2016-08-23,87
2016-08-24,85
2016-08-25,85
2016-08-26,84
2016-08-27,85
2016-08-28,88
2016-08-29,86
2016-08-30,85
2016-08-31,85
2016-09-01,84
2016-09-02,85
2016-09-03,86
2016-09-04,86
2016-09-05,84
2016-09-06,87
2016-09-07,85
2016-09-08,84
2016-09-09,82
2016-09-10,83
2016-09-11,84
2016-09-12,85
2016-09-13,83
2016-09-14,85
2016-09-15,84
2016-09-16,83
2016-09-17,83
2016-09-18,84
2016-09-19,86
2016-09-20,84
2016-09-21,82
2016-09-22,80
2016-09-23,81
2016-09-24,83
2016-09-25,86
2016-09-26,85
2016-09-27,82
2016-09-28,83
2016-09-29,82
2016-09-30,80
2016-10-01,81
2016-10-02,81
2016-10-03,85
2016-10-04,86
2016-10-05,84
2016-10-06,86
2016-10-07,88
2016-10-08,97
2016-10-09,92
2016-10-10,87
2016-10-11,82
2016-10-12,85
2016-10-13,86
2016-10-14,85
2016-10-15,85
2016-10-16,87
2016-10-17,86
2016-10-18,83
2016-10-19,82
2016-10-20,77
2016-10-21,79
2016-10-22,80
2016-10-23,79
2016-10-24,82
2016-10-25,82
2016-10-26,81
2016-10-27,79
2016-10-28,78
2016-10-29,75
2016-10-30,74
2016-10-31,79
2016-11-01,83
2016-11-02,85
2016-11-03,81
2016-11-04,81
2016-11-05,79
2016-11-06,79
2016-11-07,82
2016-11-08,75
2016-11-09,65
2016-11-10,75
2016-11-11,76
2016-11-12,75
2016-11-13,76
2016-11-14,78
2016-11-15,82
2016-11-16,79
2016-11-17,81
2016-11-18,79
2016-11-19,78
2016-11-20,77
2016-11-21,80
2016-11-22,80
2016-11-23,80
2016-11-24,75
2016-11-25,74
2016-11-26,77
2016-11-27,77
2016-11-28,81
2016-11-29,80
2016-11-30,79
2016-12-01,78
2016-12-02,78
2016-12-03,78
2016-12-04,77
2016-12-05,84
2016-12-06,82
2016-12-07,82
2016-12-08,84
2016-12-09,79
2016-12-10,73
2016-12-11,75
2016-12-12,79
2016-12-13,79
2016-12-14,78
2016-12-15,80
2016-12-16,81
2016-12-17,80
2016-12-18,77
2016-12-19,79
2016-12-20,78
2016-12-21,79
2016-12-22,85
2016-12-23,78
2016-12-24,72
2016-12-25,73
2016-12-26,84
2016-12-27,88
2016-12-28,90
2016-12-29,86
2016-12-30,85
2016-12-31,74
2017-01-01,83
2017-01-02,93
2017-01-03,91
2017-01-04,93
2017-01-05,90
2017-01-06,88
2017-01-07,92
2017-01-08,98
2017-01-09,100
2017-01-10,90
2017-01-11,94
2017-01-12,88
2017-01-13,84
2017-01-14,84
2017-01-15,87
2017-01-16,88
2017-01-17,88
2017-01-18,88
2017-01-19,84
2017-01-20,80
2017-01-21,84
2017-01-22,85
2017-01-23,87
2017-01-24,83
2017-01-25,82
2017-01-26,78
2017-01-27,81
2017-01-28,83
2017-01-29,83
2017-01-30,82
2017-01-31,81
2017-02-01,81
2017-02-02,80
2017-02-03,81
2017-02-04,85
2017-02-05,83
2017-02-06,82
2017-02-07,82
2017-02-08,81
2017-02-09,81
2017-02-10,83
2017-02-11,85
2017-02-12,87
2017-02-13,83
2017-02-14,77
2017-02-15,83
2017-02-16,84
2017-02-17,83
2017-02-18,85
2017-02-19,89
2017-02-20,89
2017-02-21,87
2017-02-22,86
2017-02-23,84
2017-02-24,83
2017-02-25,85
2017-02-26,87
2017-02-27,86
2017-02-28,86
2017-03-01,82
2017-03-02,83
2017-03-03,82
2017-03-04,83
2017-03-05,90
2017-03-06,89
2017-03-07,84
2017-03-08,83
2017-03-09,83
2017-03-10,84
2017-03-11,83
2017-03-12,87
2017-03-13,83
2017-03-14,86
2017-03-15,84
2017-03-16,82
2017-03-17,84
2017-03-18,84
2017-03-19,87
2017-03-20,86
2017-03-21,84
2017-03-22,81
2017-03-23,81
2017-03-24,81
2017-03-25,84
2017-03-26,88
2017-03-27,87
2017-03-28,84
2017-03-29,83
2017-03-30,83
2017-03-31,81
2017-04-01,84
2017-04-02,86
2017-04-03,86
2017-04-04,84
2017-04-05,81
2017-04-06,83
2017-04-07,84
2017-04-08,84
2017-04-09,89
2017-04-10,90
2017-04-11,88
2017-04-12,88
2017-04-13,88
2017-04-14,88
