date,MNST
2011-01-01,0
2011-01-02,67
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-08,0
2011-01-09,0
2011-01-10,0
2011-01-11,49
2011-01-12,0
2011-01-13,50
2011-01-14,0
2011-01-15,62
2011-01-16,0
2011-01-17,49
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,50
2011-01-22,0
2011-01-23,0
2011-01-24,0
2011-01-25,0
2011-01-26,0
2011-01-27,0
2011-01-28,51
2011-01-29,58
2011-01-30,57
2011-01-31,0
2011-02-01,92
2011-02-02,0
2011-02-03,0
2011-02-04,50
2011-02-05,0
2011-02-06,57
2011-02-07,47
2011-02-08,0
2011-02-09,48
2011-02-10,0
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,0
2011-02-17,48
2011-02-18,100
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,95
2011-02-25,0
2011-02-26,59
2011-02-27,57
2011-02-28,0
2011-03-01,47
2011-03-02,47
2011-03-03,48
2011-03-04,50
2011-03-05,60
2011-03-06,60
2011-03-07,0
2011-03-08,48
2011-03-09,0
2011-03-10,47
2011-03-11,0
2011-03-12,59
2011-03-13,0
2011-03-14,0
2011-03-15,47
2011-03-16,0
2011-03-17,0
2011-03-18,0
2011-03-19,0
2011-03-20,0
2011-03-21,47
2011-03-22,0
2011-03-23,0
2011-03-24,0
2011-03-25,0
2011-03-26,0
2011-03-27,0
2011-03-28,0
2011-03-29,0
2011-03-30,0
2011-03-31,0
2011-04-01,0
2011-04-02,0
2011-04-03,0
2011-04-04,0
2011-04-05,47
2011-04-06,47
2011-04-07,0
2011-04-08,50
2011-04-09,60
2011-04-10,0
2011-04-11,0
2011-04-12,0
2011-04-13,47
2011-04-14,48
2011-04-15,100
2011-04-16,0
2011-04-17,0
2011-04-18,72
2011-04-19,72
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,0
2011-04-24,0
2011-04-25,52
2011-04-26,0
2011-04-27,0
2011-04-28,0
2011-04-29,0
2011-04-30,0
2011-05-01,0
2011-05-02,0
2011-05-03,47
2011-05-04,47
2011-05-05,48
2011-05-06,0
2011-05-07,0
2011-05-08,0
2011-05-09,47
2011-05-10,0
2011-05-11,0
2011-05-12,47
2011-05-13,0
2011-05-14,0
2011-05-15,0
2011-05-16,46
2011-05-17,46
2011-05-18,0
2011-05-19,47
2011-05-20,49
2011-05-21,0
2011-05-22,0
2011-05-23,45
2011-05-24,0
2011-05-25,0
2011-05-26,93
2011-05-27,0
2011-05-28,0
2011-05-29,60
2011-05-30,49
2011-05-31,0
2011-06-01,0
2011-06-02,97
2011-06-03,0
2011-06-04,0
2011-06-05,0
2011-06-06,46
2011-06-07,46
2011-06-08,0
2011-06-09,46
2011-06-10,0
2011-06-11,0
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,46
2011-06-16,47
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,0
2011-06-21,46
2011-06-22,46
2011-06-23,48
2011-06-24,50
2011-06-25,60
2011-06-26,60
2011-06-27,0
2011-06-28,46
2011-06-29,47
2011-06-30,47
2011-07-01,50
2011-07-02,0
2011-07-03,0
2011-07-04,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-09,0
2011-07-10,61
2011-07-11,46
2011-07-12,0
2011-07-13,94
2011-07-14,48
2011-07-15,50
2011-07-16,0
2011-07-17,0
2011-07-18,47
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,50
2011-07-23,0
2011-07-24,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,47
2011-07-29,0
2011-07-30,0
2011-07-31,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-06,0
2011-08-07,0
2011-08-08,45
2011-08-09,0
2011-08-10,0
2011-08-11,46
2011-08-12,49
2011-08-13,0
2011-08-14,0
2011-08-15,0
2011-08-16,0
2011-08-17,93
2011-08-18,46
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,44
2011-08-23,44
2011-08-24,0
2011-08-25,0
2011-08-26,47
2011-08-27,55
2011-08-28,0
2011-08-29,45
2011-08-30,0
2011-08-31,67
2011-09-01,0
2011-09-02,47
2011-09-03,0
2011-09-04,0
2011-09-05,44
2011-09-06,0
2011-09-07,43
2011-09-08,0
2011-09-09,45
2011-09-10,54
2011-09-11,52
2011-09-12,42
2011-09-13,0
2011-09-14,0
2011-09-15,43
2011-09-16,0
2011-09-17,0
2011-09-18,0
