date,NCLH
2013-06-29,47
2013-06-30,0
2013-07-01,0
2013-07-02,38
2013-07-03,38
2013-07-04,40
2013-07-05,42
2013-07-06,48
2013-07-07,0
2013-07-08,0
2013-07-09,39
2013-07-10,0
2013-07-11,39
2013-07-12,0
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,38
2013-07-17,0
2013-07-18,0
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,0
2013-07-23,0
2013-07-24,0
2013-07-25,0
2013-07-26,41
2013-07-27,0
2013-07-28,0
2013-07-29,38
2013-07-30,0
2013-07-31,0
2013-08-01,0
2013-08-02,0
2013-08-03,0
2013-08-04,0
2013-08-05,39
2013-08-06,0
2013-08-07,0
2013-08-08,40
2013-08-09,41
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,0
2013-08-14,0
2013-08-15,40
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,0
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,73
2013-08-28,0
2013-08-29,0
2013-08-30,39
2013-08-31,45
2013-09-01,0
2013-09-02,0
2013-09-03,37
2013-09-04,0
2013-09-05,0
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,36
2013-09-10,36
2013-09-11,0
2013-09-12,0
2013-09-13,0
2013-09-14,0
2013-09-15,0
2013-09-16,0
2013-09-17,36
2013-09-18,0
2013-09-19,0
2013-09-20,0
2013-09-21,43
2013-09-22,0
2013-09-23,0
2013-09-24,0
2013-09-25,0
2013-09-26,0
2013-09-27,38
2013-09-28,0
2013-09-29,0
2013-09-30,36
2013-10-01,36
2013-10-02,72
2013-10-03,0
2013-10-04,0
2013-10-05,0
2013-10-06,42
2013-10-07,0
2013-10-08,36
2013-10-09,0
2013-10-10,37
2013-10-11,38
2013-10-12,0
2013-10-13,0
2013-10-14,0
2013-10-15,36
2013-10-16,36
2013-10-17,0
2013-10-18,0
2013-10-19,0
2013-10-20,0
2013-10-21,35
2013-10-22,35
2013-10-23,35
2013-10-24,0
2013-10-25,38
2013-10-26,43
2013-10-27,0
2013-10-28,0
2013-10-29,0
2013-10-30,36
2013-10-31,0
2013-11-01,39
2013-11-02,0
2013-11-03,0
2013-11-04,36
2013-11-05,35
2013-11-06,0
2013-11-07,36
2013-11-08,37
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,36
2013-11-15,0
2013-11-16,42
2013-11-17,0
2013-11-18,35
2013-11-19,0
2013-11-20,0
2013-11-21,35
2013-11-22,0
2013-11-23,0
2013-11-24,80
2013-11-25,0
2013-11-26,35
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,68
2013-12-03,52
2013-12-04,35
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,36
2013-12-19,37
2013-12-20,39
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,40
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,42
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,35
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,35
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,34
2014-01-17,70
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,39
2014-01-26,0
2014-01-27,0
2014-01-28,33
2014-01-29,0
2014-01-30,0
2014-01-31,0
2014-02-01,0
2014-02-02,39
2014-02-03,34
2014-02-04,0
2014-02-05,33
2014-02-06,45
2014-02-07,38
2014-02-08,0
2014-02-09,0
2014-02-10,33
2014-02-11,0
2014-02-12,0
2014-02-13,34
2014-02-14,35
2014-02-15,0
2014-02-16,0
2014-02-17,66
2014-02-18,100
2014-02-19,0
2014-02-20,0
2014-02-21,35
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,0
2014-02-26,33
2014-02-27,0
2014-02-28,0
2014-03-01,0
2014-03-02,39
2014-03-03,0
2014-03-04,34
2014-03-05,34
2014-03-06,68
2014-03-07,35
2014-03-08,0
2014-03-09,0
2014-03-10,33
2014-03-11,33
2014-03-12,33
2014-03-13,68
2014-03-14,0
2014-03-15,0
2014-03-16,0
